text,intent
Put in baba ghanouj and warm pita for me,menu
I'm ordering baba ghanouj and warm pita,menu
Can I get baba ghanouj and warm pita?,menu
"I'd like baba ghanouj and warm pita, please",menu
So I want tabbouleh and grilled halloumi,menu
Put in tabbouleh and grilled halloumi for me,menu
I'm ordering tabbouleh and grilled halloumi,menu
Can I get tabbouleh and grilled halloumi?,menu
"I'd like tabbouleh and grilled halloumi, please",menu
So I want family mixed grill for four,menu
Put in family mixed grill for four for me,menu
I'm ordering family mixed grill for four,menu
Can I get family mixed grill for four?,menu
"I'd like family mixed grill for four, please",menu
So I want mezze sampler for two,menu
Put in mezze sampler for two for me,menu
I'm ordering mezze sampler for two,menu
Can I get mezze sampler for two?,menu
"I'd like mezze sampler for two, please",menu
I want to order two chicken shawarma wraps and a hummus,menu
Can I place two chicken shawarma wraps and a hummus,menu
I'm calling to get two chicken shawarma wraps and a hummus,menu
I'd like to get two chicken shawarma wraps and a hummus please,menu
Let me do two chicken shawarma wraps and a hummus,menu
I want to order a mixed grill for three and tabbouleh,menu
Can I place a mixed grill for three and tabbouleh,menu
I'm calling to get a mixed grill for three and tabbouleh,menu
I'd like to get a mixed grill for three and tabbouleh please,menu
Let me do a mixed grill for three and tabbouleh,menu
I want to order four falafel plates and fries,menu
Can I place four falafel plates and fries,menu
I'm calling to get four falafel plates and fries,menu
I'd like to get four falafel plates and fries please,menu
Let me do four falafel plates and fries,menu
I want to order a family hummus and a baba ghanouj,menu
Can I place a family hummus and a baba ghanouj,menu
I'm calling to get a family hummus and a baba ghanouj,menu
I'd like to get a family hummus and a baba ghanouj please,menu
Let me do a family hummus and a baba ghanouj,menu
I want to order three kafta plates and two shish taouk plates,menu
Can I place three kafta plates and two shish taouk plates,menu
I'm calling to get three kafta plates and two shish taouk plates,menu
I'd like to get three kafta plates and two shish taouk plates please,menu
Let me do three kafta plates and two shish taouk plates,menu
Do you take Apple Pay?,menu
Can I pay by card over the phone?,menu
Is it cash only or do you take credit?,menu
Do you accept contactless tap payments?,menu
Can I split the bill between two cards?,menu
Is all your meat halal?,menu
Are the shawarmas halal certified?,menu
Is the chicken halal?,menu
Do you have any non-halal items on the menu?,menu
"I'm outside, where should I park to pick up my order?",menu
Is there parking in front of the restaurant?,menu
How do I find you if I'm coming from the freeway?,menu
Is there a good spot for quick pickup parking?,menu
"This is Hasan, I want to order two chicken shawarma sandwiches for pickup at 6 pm",menu
"This is Hasan, I want to order two chicken shawarma sandwiches for pickup around 7:30",menu
"This is Hasan, I want to order two chicken shawarma sandwiches for pickup at noon",menu
"This is Hasan, I want to order two chicken shawarma sandwiches for pickup at 1:15",menu
"This is Hasan, I want to order two chicken shawarma sandwiches for pickup around 8 tonight",menu
"This is Hasan, I want to order three falafel wraps for pickup at 6 pm",menu
"This is Hasan, I want to order three falafel wraps for pickup around 7:30",menu
"This is Hasan, I want to order three falafel wraps for pickup at noon",menu
"This is Hasan, I want to order three falafel wraps for pickup at 1:15",menu
"This is Hasan, I want to order three falafel wraps for pickup around 8 tonight",menu
"This is Hasan, I want to order a mixed grill for four for pickup at 6 pm",menu
"This is Hasan, I want to order a mixed grill for four for pickup around 7:30",menu
"This is Hasan, I want to order a mixed grill for four for pickup at noon",menu
"This is Hasan, I want to order a mixed grill for four for pickup at 1:15",menu
"This is Hasan, I want to order a mixed grill for four for pickup around 8 tonight",menu
"This is Hasan, I want to order a family hummus and baba ghanouj for pickup at 6 pm",menu
"This is Hasan, I want to order a family hummus and baba ghanouj for pickup around 7:30",menu
"This is Hasan, I want to order a family hummus and baba ghanouj for pickup at noon",menu
"This is Hasan, I want to order a family hummus and baba ghanouj for pickup at 1:15",menu
"This is Hasan, I want to order a family hummus and baba ghanouj for pickup around 8 tonight",menu
"This is Hasan, I want to order four shish taouk plates for pickup at 6 pm",menu
"This is Hasan, I want to order four shish taouk plates for pickup around 7:30",menu
"This is Hasan, I want to order four shish taouk plates for pickup at noon",menu
"This is Hasan, I want to order four shish taouk plates for pickup at 1:15",menu
"This is Hasan, I want to order four shish taouk plates for pickup around 8 tonight",menu
"This is Hasan, I want to order a big kibbeh nayyeh platter for pickup at 6 pm",menu
"This is Hasan, I want to order a big kibbeh nayyeh platter for pickup around 7:30",menu
"This is Hasan, I want to order a big kibbeh nayyeh platter for pickup at noon",menu
"This is Hasan, I want to order a big kibbeh nayyeh platter for pickup at 1:15",menu
"This is Hasan, I want to order a big kibbeh nayyeh platter for pickup around 8 tonight",menu
"This is Omar, I want to order two chicken shawarma sandwiches for pickup at 6 pm",menu
"This is Omar, I want to order two chicken shawarma sandwiches for pickup around 7:30",menu
"This is Omar, I want to order two chicken shawarma sandwiches for pickup at noon",menu
"This is Omar, I want to order two chicken shawarma sandwiches for pickup at 1:15",menu
"This is Omar, I want to order two chicken shawarma sandwiches for pickup around 8 tonight",menu
"This is Omar, I want to order three falafel wraps for pickup at 6 pm",menu
"This is Omar, I want to order three falafel wraps for pickup around 7:30",menu
"This is Omar, I want to order three falafel wraps for pickup at noon",menu
"This is Omar, I want to order three falafel wraps for pickup at 1:15",menu
"This is Omar, I want to order three falafel wraps for pickup around 8 tonight",menu
"This is Omar, I want to order a mixed grill for four for pickup at 6 pm",menu
"This is Omar, I want to order a mixed grill for four for pickup around 7:30",menu
"This is Omar, I want to order a mixed grill for four for pickup at noon",menu
"This is Omar, I want to order a mixed grill for four for pickup at 1:15",menu
"This is Omar, I want to order a mixed grill for four for pickup around 8 tonight",menu
"This is Omar, I want to order a family hummus and baba ghanouj for pickup at 6 pm",menu
"This is Omar, I want to order a family hummus and baba ghanouj for pickup around 7:30",menu
"This is Omar, I want to order a family hummus and baba ghanouj for pickup at noon",menu
"This is Omar, I want to order a family hummus and baba ghanouj for pickup at 1:15",menu
"This is Omar, I want to order a family hummus and baba ghanouj for pickup around 8 tonight",menu
"This is Omar, I want to order four shish taouk plates for pickup at 6 pm",menu
"This is Omar, I want to order four shish taouk plates for pickup around 7:30",menu
"This is Omar, I want to order four shish taouk plates for pickup at noon",menu
"This is Omar, I want to order four shish taouk plates for pickup at 1:15",menu
"This is Omar, I want to order four shish taouk plates for pickup around 8 tonight",menu
"This is Omar, I want to order a big kibbeh nayyeh platter for pickup at 6 pm",menu
"This is Omar, I want to order a big kibbeh nayyeh platter for pickup around 7:30",menu
"This is Omar, I want to order a big kibbeh nayyeh platter for pickup at noon",menu
"This is Omar, I want to order a big kibbeh nayyeh platter for pickup at 1:15",menu
"This is Omar, I want to order a big kibbeh nayyeh platter for pickup around 8 tonight",menu
"This is Layla, I want to order two chicken shawarma sandwiches for pickup at 6 pm",menu
"This is Layla, I want to order two chicken shawarma sandwiches for pickup around 7:30",menu
"This is Layla, I want to order two chicken shawarma sandwiches for pickup at noon",menu
"This is Layla, I want to order two chicken shawarma sandwiches for pickup at 1:15",menu
"This is Layla, I want to order two chicken shawarma sandwiches for pickup around 8 tonight",menu
"This is Layla, I want to order three falafel wraps for pickup at 6 pm",menu
"This is Layla, I want to order three falafel wraps for pickup around 7:30",menu
"This is Layla, I want to order three falafel wraps for pickup at noon",menu
"This is Layla, I want to order three falafel wraps for pickup at 1:15",menu
"This is Layla, I want to order three falafel wraps for pickup around 8 tonight",menu
"This is Layla, I want to order a mixed grill for four for pickup at 6 pm",menu
"This is Layla, I want to order a mixed grill for four for pickup around 7:30",menu
"This is Layla, I want to order a mixed grill for four for pickup at noon",menu
"This is Layla, I want to order a mixed grill for four for pickup at 1:15",menu
"This is Layla, I want to order a mixed grill for four for pickup around 8 tonight",menu
"This is Layla, I want to order a family hummus and baba ghanouj for pickup at 6 pm",menu
"This is Layla, I want to order a family hummus and baba ghanouj for pickup around 7:30",menu
"This is Layla, I want to order a family hummus and baba ghanouj for pickup at noon",menu
"This is Layla, I want to order a family hummus and baba ghanouj for pickup at 1:15",menu
"This is Layla, I want to order a family hummus and baba ghanouj for pickup around 8 tonight",menu
"This is Layla, I want to order four shish taouk plates for pickup at 6 pm",menu
"This is Layla, I want to order four shish taouk plates for pickup around 7:30",menu
"This is Layla, I want to order four shish taouk plates for pickup at noon",menu
"This is Layla, I want to order four shish taouk plates for pickup at 1:15",menu
"This is Layla, I want to order four shish taouk plates for pickup around 8 tonight",menu
"This is Layla, I want to order a big kibbeh nayyeh platter for pickup at 6 pm",menu
"This is Layla, I want to order a big kibbeh nayyeh platter for pickup around 7:30",menu
"This is Layla, I want to order a big kibbeh nayyeh platter for pickup at noon",menu
"This is Layla, I want to order a big kibbeh nayyeh platter for pickup at 1:15",menu
